"No.","Time","Source","Destination","Protocol","Length","Info","rssi"
"4001","15.243379","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"4003","15.249815","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2351, FN=0, Flags=.p....F.",""
"4004","15.249891","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4005","15.250141","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2352, FN=0, Flags=.p....F.",""
"4006","15.250187","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-51,-50,-83,-83"
"4008","15.259787","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"4009","15.259753","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2353, FN=0, Flags=.p....F.",""
"4010","15.260025","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2354, FN=0, Flags=.p....F.",""
"4011","15.260073","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"4013","15.274159","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2355, FN=0, Flags=.p....F.",""
"4014","15.274238","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4015","15.274508","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2356, FN=0, Flags=.p....F.",""
"4016","15.274555","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4018","15.276853","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-47,-83,-83"
"4019","15.276822","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2357, FN=0, Flags=.p....F.",""
"4020","15.277086","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2358, FN=0, Flags=.p....F.",""
"4021","15.277135","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-48,-49,-83,-83"
"4023","15.289072","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2359, FN=0, Flags=.p....F.",""
"4024","15.289150","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4025","15.289406","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2360, FN=0, Flags=.p....F.",""
"4026","15.289465","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4028","15.310385","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2361, FN=0, Flags=.p....F.",""
"4029","15.310448","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"4030","15.310728","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2362, FN=0, Flags=.p....F.",""
"4031","15.310784","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"4033","15.321284","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2363, FN=0, Flags=.p....F.",""
"4034","15.321359","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"4035","15.321625","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2364, FN=0, Flags=.p....F.",""
"4036","15.321676","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4038","15.330407","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2365, FN=0, Flags=.p....F.",""
"4039","15.330483","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4040","15.330747","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2366, FN=0, Flags=.p....F.",""
"4041","15.330800","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"4043","15.333023","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4044","15.332995","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2367, FN=0, Flags=.p....F.",""
"4045","15.333208","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2368, FN=0, Flags=.p....F.",""
"4046","15.333262","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"4048","15.360067","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2369, FN=0, Flags=.p....F.",""
"4049","15.360148","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4050","15.360399","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2370, FN=0, Flags=.p....F.",""
"4051","15.360452","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4053","15.369986","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2371, FN=0, Flags=.p....F.",""
"4054","15.370058","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-48,-49,-83,-83"
"4055","15.370320","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2372, FN=0, Flags=.p....F.",""
"4056","15.370370","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"4058","15.380690","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2373, FN=0, Flags=.p....F.",""
"4059","15.380763","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4060","15.381024","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2374, FN=0, Flags=.p....F.",""
"4061","15.381070","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4063","15.385922","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"4064","15.385892","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2375, FN=0, Flags=.p....F.",""
"4065","15.386161","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2376, FN=0, Flags=.p....F.",""
"4066","15.386211","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-51,-50,-83,-83"
"4068","15.391854","DallasSemico_34:4d:86","Broadcast","802.11","356","Data, SN=1390, FN=0, Flags=.pm...F.","-77,-85,-81,-83,-83"
"4069","15.392395","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2377, FN=0, Flags=.p....F.",""
"4070","15.392450","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"4071","15.392731","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2378, FN=0, Flags=.p....F.",""
"4072","15.392774","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4074","15.402420","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2379, FN=0, Flags=.p....F.",""
"4075","15.402491","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4076","15.402764","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2380, FN=0, Flags=.p....F.",""
"4077","15.402817","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-49,-83,-83"
"4079","15.415800","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2381, FN=0, Flags=.p....F.",""
"4080","15.415877","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4081","15.416159","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2382, FN=0, Flags=.p....F.",""
"4082","15.416208","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-49,-83,-83"
"4084","15.421655","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2383, FN=0, Flags=.p....F.",""
"4085","15.421719","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4086","15.421997","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2384, FN=0, Flags=.p....F.",""
"4087","15.422049","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4089","15.424935","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2385, FN=0, Flags=.p....F.",""
"4090","15.425004","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4091","15.425283","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2386, FN=0, Flags=.p....F.",""
"4092","15.425328","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-51,-50,-83,-83"
"4094","15.441908","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2387, FN=0, Flags=.p....F.",""
"4095","15.441989","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4096","15.442245","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2388, FN=0, Flags=.p....F.",""
"4097","15.442297","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"4099","15.458839","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2389, FN=0, Flags=.p....F.",""
"4100","15.458921","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"4101","15.459173","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2390, FN=0, Flags=.p....F.",""
"4102","15.459228","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"4104","15.464084","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2391, FN=0, Flags=.p....F.",""
"4105","15.464147","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4106","15.464421","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2392, FN=0, Flags=.p....F.",""
"4107","15.464473","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4109","15.475527","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2393, FN=0, Flags=.p....F.",""
"4110","15.475601","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4111","15.475861","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2394, FN=0, Flags=.p....F.",""
"4112","15.475914","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"4113","15.476222","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2395, FN=0, Flags=.p....F.",""
"4114","15.476295","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4115","15.476573","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2396, FN=0, Flags=.p....F.",""
"4116","15.476630","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-50,-83,-83"
"4119","15.502899","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2397, FN=0, Flags=.p....F.",""
"4120","15.502978","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4121","15.503243","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2398, FN=0, Flags=.p....F.",""
"4122","15.503297","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4124","15.512591","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2399, FN=0, Flags=.p....F.",""
"4125","15.512660","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4126","15.512927","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2400, FN=0, Flags=.p....F.",""
"4127","15.512980","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4129","15.523273","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2401, FN=0, Flags=.p....F.",""
"4130","15.523342","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4131","15.523611","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2402, FN=0, Flags=.p....F.",""
"4132","15.523659","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4134","15.528285","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2403, FN=0, Flags=.p....F.",""
"4135","15.528378","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-52,-48,-83,-83"
"4136","15.528629","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2404, FN=0, Flags=.p....F.",""
"4137","15.528690","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4139","15.534709","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2405, FN=0, Flags=.p....F.",""
"4140","15.534805","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4141","15.535020","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2406, FN=0, Flags=.p....F.",""
"4142","15.535074","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4144","15.544935","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2407, FN=0, Flags=.p....F.",""
"4145","15.545002","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4146","15.545359","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4147","15.545339","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2408, FN=0, Flags=.p....F.",""
"4149","15.557755","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2409, FN=0, Flags=.p....F.",""
"4150","15.557835","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"4151","15.558080","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2410, FN=0, Flags=.p....F.",""
"4152","15.558133","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-51,-50,-83,-83"
"4154","15.563050","","f6:92:bf:9b:54:41","802.11","70","Acknowledgement, Flags=........","-76,-81,-81,-83,-83"
"4155","15.564454","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4156","15.564429","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2411, FN=0, Flags=.p....F.",""
"4157","15.564663","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2412, FN=0, Flags=.p....F.",""
"4158","15.564715","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4160","15.566646","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2413, FN=0, Flags=.p....F.",""
"4161","15.566722","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-50,-83,-83"
"4162","15.567113","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-50,-83,-83"
"4163","15.567093","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2414, FN=0, Flags=.p....F.",""
"4165","15.583678","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2415, FN=0, Flags=.p....F.",""
"4166","15.583747","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4167","15.584017","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2416, FN=0, Flags=.p....F.",""
"4168","15.584074","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-49,-83,-83"
"4171","15.600586","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2417, FN=0, Flags=.p....F.",""
"4172","15.600664","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-49,-47,-83,-83"
"4173","15.600914","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2418, FN=0, Flags=.p....F.",""
"4174","15.600973","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-50,-83,-83"
"4176","15.606610","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2419, FN=0, Flags=.p....F.",""
"4177","15.606684","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"4178","15.606947","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2420, FN=0, Flags=.p....F.",""
"4179","15.606998","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-48,-49,-83,-83"
"4181","15.619161","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2421, FN=0, Flags=.p....F.",""
"4182","15.619240","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-49,-83,-83"
"4183","15.619504","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2422, FN=0, Flags=.p....F.",""
"4184","15.619557","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-48,-52,-50,-83,-83"
"4185","15.619859","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2423, FN=0, Flags=.p....F.",""
"4186","15.619910","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
"4187","15.620322","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-50,-49,-83,-83"
"4188","15.620305","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2424, FN=0, Flags=.p....F.",""
"4191","15.645478","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2425, FN=0, Flags=.p....F.",""
"4192","15.645553","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-49,-48,-83,-83"
"4193","15.645816","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2426, FN=0, Flags=.p....F.",""
"4194","15.645864","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-50,-48,-83,-83"
"4196","15.653478","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2427, FN=0, Flags=.p....F.",""
"4197","15.653552","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4198","15.653821","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2428, FN=0, Flags=.p....F.",""
"4199","15.653875","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-48,-83,-83"
"4201","15.658045","ASUSTekCOMPU_a8:18:d4","Intel_ee:91:43","802.11","85","Data, SN=1652, FN=0, Flags=.p....F.",""
"4202","15.658110","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-53,-54,-58,-83,-83"
"4203","15.665167","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2429, FN=0, Flags=.p....F.",""
"4204","15.665242","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4205","15.665584","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-51,-49,-83,-83"
"4206","15.665563","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2430, FN=0, Flags=.p....F.",""
"4208","15.667613","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2431, FN=0, Flags=.p....F.",""
"4209","15.667682","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-52,-48,-83,-83"
"4210","15.667964","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2432, FN=0, Flags=.p....F.",""
"4211","15.668008","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-46,-51,-47,-83,-83"
"4213","15.676570","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2433, FN=0, Flags=.p....F.",""
"4214","15.676649","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-49,-50,-83,-83"
"4215","15.676904","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2434, FN=0, Flags=.p....F.",""
"4216","15.676961","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-48,-83,-83"
"4218","15.682615","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2435, FN=0, Flags=.p....F.",""
"4219","15.682681","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-47,-52,-48,-83,-83"
"4220","15.682955","ASUSTekCOMPU_a8:18:d4","ChongqingFug_be:12:0f","802.11","1501","Data, SN=2436, FN=0, Flags=.p....F.",""
"4221","15.683008","","ASUSTekCOMPU_a8:18:d0","802.11","70","Acknowledgement, Flags=........","-45,-48,-47,-83,-83"
